CountryofLiving,fob_social,fob_stores,fob_curfew,sob_social,sob_stores,sob_curfew,perceivedreaction,govtrust,govfact,react_pub_appr,perceivedeffectivnes
New Zealand,Yes,Yes,Yes,80,71,71,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Effective
New Zealand,Yes,Yes,Yes,79,78,81,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat too extreme,Effective
New Zealand,Yes,Yes,Yes,90,81,91,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,Yes,Yes,72,64,52,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,Yes,No,92,84,71,The reaction is somewhat insufficient,Strongly trust,Very truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,Yes,No,75,60,0,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,Yes,No,50,50,20,The reaction is somewhat insufficient,Strongly trust,Very truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,No,No,91,65,23,The reaction is appropriate,Strongly trust,Very truthful,The reaction is much too extreme,Effective
New Zealand,Yes,Yes,No,69,70,12,The reaction is appropriate,Somewhat trust,Very truthful,The reaction is appropriate,Not effective
New Zealand,Yes,No,No,85,84,73,The reaction is somewhat insufficient,Somewhat distrust,Somewhat truthful,The reaction is somewhat too extreme,Very effective
New Zealand,Yes,Yes,Yes,22,19,4,The reaction is not at all sufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,Yes,Yes,91,88,65,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Effective
New Zealand,Yes,Yes,No,82,82,33,The reaction is appropriate,Somewhat trust,Very truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,Yes,No,75,100,20,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat too extreme,Effective
New Zealand,Yes,No,No,51,47,17,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,Yes,Yes,76,82,72,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,Yes,Yes,70,60,70,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,Yes,Yes,90,83,81,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Very effective
New Zealand,Yes,Yes,Yes,95,80,90,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Very effective
New Zealand,Yes,Yes,Yes,61,52,31,The reaction is somewhat insufficient,Strongly trust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,No,No,50,40,15,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,Yes,Yes,77,90,60,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Very effective
New Zealand,Yes,Yes,Yes,97,97,97,The reaction is somewhat insufficient,Strongly trust,Very truthful,The reaction is not at all sufficient,Very effective
New Zealand,Yes,Yes,Yes,56,84,71,The reaction is somewhat insufficient,Somewhat trust,Very truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,Yes,Yes,100,90,71,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Very effective
New Zealand,Yes,Yes,Yes,51,52,52,The reaction is somewhat insufficient,Strongly trust,Very truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,No,No,70,45,20,The reaction is appropriate,Somewhat trust,Very truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,Yes,Yes,90,90,90,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Very effective
New Zealand,Yes,Yes,Yes,80,70,73,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,No,No,63,26,24,The reaction is appropriate,Strongly trust,Very truthful,The reaction is not at all sufficient,Very effective
New Zealand,Yes,Yes,Yes,80,70,75,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Very effective
New Zealand,Yes,Yes,No,68,64,45,The reaction is appropriate,Somewhat trust,Very truthful,The reaction is appropriate,Effective
New Zealand,Yes,Yes,Yes,76,54,31,The reaction is somewhat insufficient,Strongly trust,Very truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,Yes,No,94,94,56,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Very effective
New Zealand,Yes,Yes,Yes,73,70,75,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat truthful,The reaction is somewhat insufficient,Neither effective nor ineffective
New Zealand,Yes,Yes,Yes,74,46,72,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,Yes,No,60,40,25,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Effective
New Zealand,Yes,No,No,70,30,20,The reaction is much too extreme,Strongly distrust,Somewhat untruthful,The reaction is somewhat too extreme,Effective
New Zealand,Yes,Yes,No,83,83,5,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Neither effective nor ineffective
New Zealand,Yes,Yes,Yes,91,91,91,The reaction is appropriate,Neither trust nor distrust,Somewhat truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,Yes,Yes,83,79,89,The reaction is appropriate,Strongly trust,Very truthful,The reaction is not at all sufficient,Very effective
New Zealand,Yes,Yes,Yes,40,39,16,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,Yes,Yes,91,80,81,The reaction is appropriate,Somewhat trust,Very truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,Yes,Yes,79,78,82,The reaction is somewhat insufficient,Somewhat distrust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,Yes,Yes,80,71,39,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Very effective
New Zealand,Yes,Yes,Yes,82,84,86,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Very effective
New Zealand,Yes,Yes,No,80,75,75,The reaction is appropriate,Strongly trust,Somewhat truthful,The reaction is appropriate,Very effective
New Zealand,Yes,Yes,Yes,80,84,79,The reaction is appropriate,Somewhat trust,Very truthful,The reaction is appropriate,Very effective
New Zealand,Yes,Yes,Yes,68,60,40,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,Yes,Yes,80,66,50,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Very effective
New Zealand,Yes,Yes,No,100,92,19,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Effective
New Zealand,Yes,No,No,97,100,92,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Very effective
New Zealand,Yes,No,No,86,62,67,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,Yes,Yes,71,80,85,The reaction is appropriate,Somewhat trust,Very truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,Yes,Yes,90,70,71,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Effective
New Zealand,Yes,No,No,46,32,18,The reaction is appropriate,Strongly trust,Very truthful,The reaction is not at all sufficient,Very effective
New Zealand,Yes,Yes,Yes,85,83,77,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,Yes,Yes,80,30,19,The reaction is somewhat insufficient,Somewhat distrust,Very truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,No,Yes,24,81,99,The reaction is somewhat too extreme,Strongly trust,Very truthful,The reaction is appropriate,Very effective
New Zealand,Yes,Yes,Yes,94,93,93,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Very effective
New Zealand,Yes,Yes,Yes,85,53,77,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,Yes,Yes,59,33,9,The reaction is appropriate,Strongly trust,Very truthful,The reaction is not at all sufficient,Effective
New Zealand,Yes,Yes,Yes,80,67,82,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Not effective
New Zealand,Yes,Yes,No,80,90,60,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Very effective
New Zealand,Yes,Yes,No,90,90,30,The reaction is somewhat too extreme,Strongly trust,Very truthful,The reaction is somewhat too extreme,Very effective
New Zealand,Yes,Yes,Yes,90,95,90,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Effective
New Zealand,Yes,Yes,No,70,52,34,The reaction is somewhat insufficient,Somewhat trust,Very truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,Yes,Yes,78,90,55,The reaction is appropriate,Strongly trust,Somewhat truthful,The reaction is appropriate,Effective
New Zealand,Yes,Yes,Yes,85,80,80,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Effective
New Zealand,Yes,Yes,Yes,85,39,17,The reaction is appropriate,Strongly trust,Somewhat truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,Yes,Yes,90,83,85,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,Yes,Yes,59,64,52,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Effective
New Zealand,No,No,No,40,35,34,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,Yes,Yes,69,38,10,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,Yes,Yes,47,26,14,The reaction is appropriate,Strongly trust,Very truthful,The reaction is not at all sufficient,Very effective
New Zealand,Yes,Yes,Yes,80,91,68,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is appropriate,Effective
New Zealand,Yes,Yes,Yes,84,84,95,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Effective
New Zealand,Yes,Yes,Yes,70,55,55,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat too extreme,Effective
New Zealand,Yes,Yes,No,30,30,20,The reaction is appropriate,Somewhat trust,Very truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,Yes,No,72,32,22,The reaction is appropriate,Somewhat trust,Very truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,Yes,Yes,85,80,70,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is appropriate,Very effective
New Zealand,Yes,Yes,Yes,90,90,90,The reaction is appropriate,Somewhat trust,Very truthful,The reaction is appropriate,Very effective
New Zealand,Yes,Yes,Yes,58,41,39,The reaction is somewhat insufficient,Strongly trust,Very truthful,The reaction is somewhat insufficient,Not effective
New Zealand,Yes,Yes,Yes,80,70,59,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Very effective
New Zealand,Yes,No,Yes,61,53,82,The reaction is appropriate,Neither trust nor distrust,Somewhat untruthful,The reaction is somewhat too extreme,Effective
New Zealand,Yes,Yes,Yes,80,60,43,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,Yes,Yes,90,80,79,The reaction is somewhat insufficient,Somewhat trust,Very truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,Yes,Yes,80,72,93,The reaction is appropriate,Strongly trust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,Yes,No,80,92,83,The reaction is appropriate,Somewhat trust,Very truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,Yes,Yes,90,90,90,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Effective
New Zealand,Yes,Yes,Yes,23,28,19,The reaction is appropriate,Somewhat trust,Very truthful,The reaction is somewhat too extreme,Very effective
New Zealand,Yes,Yes,No,85,85,85,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat too extreme,Effective
New Zealand,Yes,Yes,Yes,90,75,30,The reaction is appropriate,Strongly trust,Somewhat truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,Yes,Yes,97,73,84,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is appropriate,Effective
New Zealand,Yes,Yes,Yes,80,90,80,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,Yes,Yes,90,70,70,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Effective
New Zealand,Yes,Yes,Yes,90,80,80,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,Yes,Yes,91,90,60,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Effective
New Zealand,Yes,Yes,Yes,50,45,75,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Very effective
New Zealand,Yes,Yes,No,95,75,33,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,No,No,50,38,39,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,Yes,Yes,80,70,70,The reaction is appropriate,Somewhat trust,Very truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,Yes,Yes,85,80,80,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Very effective
New Zealand,Yes,No,Yes,82,74,73,The reaction is appropriate,Somewhat trust,Very truthful,The reaction is appropriate,Effective
New Zealand,Yes,Yes,No,40,25,15,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,Yes,Yes,71,70,70,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Very effective
New Zealand,Yes,Yes,Yes,71,72,55,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Effective
New Zealand,Yes,Yes,Yes,100,100,50,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Effective
